id,название,город,статус_координат,адрес (заполнить)
86,"Ресторан ""Самовар да утки""",Нижний Новгород,ПРИМЕРНО (центр города),
88,Ресторан 19,Нижний Новгород,ТОЧНО,
98,Стрелка,Нижний Новгород,ТОЧНО,
93,Усадьба Руковишниковых,Нижний Новгород,ПРИМЕРНО (центр города),
240,На Даче,Ожигово (Московская область),ПРИМЕРНО (центр города),
46,Ikra,Плёс,ТОЧНО,
40,"Бутик-дома ""Соборная слобода""",Плёс,ПРИМЕРНО (центр города),
55,Вилла Плес,Плёс,ПРИМЕРНО (центр города),
39,Вилла Плёс,Плёс,ПРИМЕРНО (центр города),
43,Глэмпинг экопарк Иволга,Плёс,ПРИМЕРНО (центр города),
57,Горнолыжный комплекс «Миловка»,Плёс,ПРИМЕРНО (центр города),
38,Гостевой дом Софи,Плёс,ПРИМЕРНО (центр города),
42,Грандъ Сова,Плёс,ТОЧНО,
45,Дом Шемякина,Плёс,ПРИМЕРНО (центр города),
44,Дом-отель Волга-Волга,Плёс,ТОЧНО,
56,Конный клуб «Счастье»,Плёс,ПРИМЕРНО (центр города),
58,Копченый лещ,Плёс,ПРИМЕРНО (центр города),
48,Кофейня Софьи Петровны Кувшинниковой,Плёс,ТОЧНО,
53,Кулеечная,Плёс,ПРИМЕРНО (центр города),
51,Плесский пивной дом,Плёс,ПРИМЕРНО (центр города),
50,Ресторан при Усадьбе Плес,Плёс,ПРИМЕРНО (центр города),
47,Ресторан при гостевом доме Софи,Плёс,ПРИМЕРНО (центр города),
49,Ресторан при отеле Грандъ Сова,Плёс,ПРИМЕРНО (центр города),
52,Рыбный угол,Плёс,ТОЧНО,
41,Усадьба Плес,Плёс,ТОЧНО,
54,Усадьба Плес,Плёс,ТОЧНО,
159,Happy places Аренда дубльдомов.,Поленово,ПРИМЕРНО (центр города),
166,Баня в Зеленой тропе,Поленово,ПРИМЕРНО (центр города),
169,Берлога,Поленово,ПРИМЕРНО (центр города),
155,Болотов Дача,Поленово,ПРИМЕРНО (центр города),
170,Брунколь В основе меню,Поленово,ПРИМЕРНО (центр города),
158,Дар Велегож,Поленово,ПРИМЕРНО (центр города),
156,Зелёная тропа,Поленово,ПРИМЕРНО (центр города),
161,Избы в Ченцово,Поленово,ПРИМЕРНО (центр города),
168,Калачная Марк и Лев,Поленово,ПРИМЕРНО (центр города),
173,Кофейня Nouveau,Поленово,ПРИМЕРНО (центр города),
163,Музей-заповедник В. Д. Поленова,Поленово,ПРИМЕРНО (центр города),
160,Муми Дача,Поленово,ПРИМЕРНО (центр города),
167,Поварня Марк и Лев,Поленово,ПРИМЕРНО (центр города),
165,Прогулки на лошадях,Поленово,ПРИМЕРНО (центр города),
171,Ресторан в Зелёной тропе,Поленово,ПРИМЕРНО (центр города),
162,Скрытово.Дачи,Поленово,ПРИМЕРНО (центр города),
164,Теннисный корт,Поленово,ПРИМЕРНО (центр города),
172,Трапезная,Поленово,ПРИМЕРНО (центр города),
157,Усадьба в Бехово,Поленово,ПРИМЕРНО (центр города),
148,Jardin,Серпухов,ПРИМЕРНО (центр города),
144,SUP-прогулки и походы.,Серпухов,ПРИМЕРНО (центр города),
139,Бунин ручей,Серпухов,ПРИМЕРНО (центр города),
154,Буренная прожарка,Серпухов,ПРИМЕРНО (центр города),
138,Загородные дома Domingo dacha,Серпухов,ПРИМЕРНО (центр города),
142,Иммерсивные гастро-спектакли,Серпухов,ПРИМЕРНО (центр города),
147,Китчен Маркет,Серпухов,ТОЧНО,
152,Ла Дача,Серпухов,ПРИМЕРНО (центр города),
143,"Музей хлеба, Серпухов.",Серпухов,ТОЧНО,
151,Овсянка,Серпухов,ТОЧНО,
140,Отель «Провинция»,Серпухов,ТОЧНО,
146,Приокско-террасный государственный заповедник,Серпухов,ТОЧНО,
150,Себастия,Серпухов,ТОЧНО,
145,Серпуховские Мальдивы,Серпухов,ПРИМЕРНО (центр города),
141,Серпуховский историко-художественный музей,Серпухов,ТОЧНО,
149,Фабрикант,Серпухов,ПРИМЕРНО (центр города),
153,Чайная Матрена,Серпухов,ПРИМЕРНО (центр города),
16,«Мира центр»,Суздаль,ТОЧНО,
8,Агроном,Суздаль,ТОЧНО,
23,Баня Белый берег,Суздаль,ПРИМЕРНО (центр города),
5,"Бутик-отель ""Пестово подворье»",Суздаль,ПРИМЕРНО (центр города),
9,Гнездо пекаря,Суздаль,ТОЧНО,
22,Горячие ключи,Суздаль,ТОЧНО,
6,Гостевой дом Суриковых,Суздаль,ПРИМЕРНО (центр города),
7,Гостиный двор,Суздаль,ТОЧНО,
11,Грандъ-кафе «Петрушка»,Суздаль,ПРИМЕРНО (центр города),
1,Дача Белый берег,Суздаль,ПРИМЕРНО (центр города),
12,Дом русского чаепития,Суздаль,ТОЧНО,
4,ДубльДача,Суздаль,ПРИМЕРНО (центр города),
242,Дымов Дача,Суздаль,ПРИМЕРНО (центр города),
19,Квадроциклы,Суздаль,ПРИМЕРНО (центр города),
15,Клюква,Суздаль,ТОЧНО,
10,Лепота,Суздаль,ТОЧНО,
18,Мастер-классы в «Дымов керамика»,Суздаль,ПРИМЕРНО (центр города),
20,Парапланы,Суздаль,ПРИМЕРНО (центр города),
21,Рекомендованные Гиды по Суздалю,Суздаль,ПРИМЕРНО (центр города),
25,Сельская жизнь,Суздаль,ПРИМЕРНО (центр города),
17,Сельский театр,Суздаль,ПРИМЕРНО (центр города),
13,Словно в мае,Суздаль,ТОЧНО,
24,Суздаль Аква,Суздаль,ПРИМЕРНО (центр города),
2,Суздаль дом,Суздаль,ПРИМЕРНО (центр города),
14,Сыродельня,Суздаль,ТОЧНО,
3,Усадьба Долгорукий,Суздаль,ТОЧНО,
174,Welna Eco Spa Resort,Таруса,ТОЧНО,
188,Арт-пространство Август,Таруса,ПРИМЕРНО (центр города),
177,Бутик-отель Онегин,Таруса,ПРИМЕРНО (центр города),
179,"Глэмпинг ""Дыши лесом""",Таруса,ПРИМЕРНО (центр города),
176,"Гостевой дом ""Частная территория""",Таруса,ПРИМЕРНО (центр города),
187,Дом Литераторов,Таруса,ТОЧНО,
186,Дом-музей Паустовского,Таруса,ТОЧНО,
189,Зеленая собачка,Таруса,ПРИМЕРНО (центр города),
182,Кафе Тартусское время,Таруса,ПРИМЕРНО (центр города),
183,"Кофейня ""Бабушкин буфет""",Таруса,ПРИМЕРНО (центр города),
185,Музей Семьи Цветаевых,Таруса,ТОЧНО,
180,Ресторан Голубчики,Таруса,ТОЧНО,
181,Ресторан Дядя Дымов,Таруса,ПРИМЕРНО (центр города),
184,Сад-дендрарий и дом-музей Ракицкого,Таруса,ПРИМЕРНО (центр города),
175,Хоромы,Таруса,ПРИМЕРНО (центр города),
178,"Экоферма ""Тишь да Гладь""",Таруса,ПРИМЕРНО (центр города),
129,Angel 8,Тула,ПРИМЕРНО (центр города),
119,Azimut Сити отель,Тула,ТОЧНО,
128,Bottega Italiana,Тула,ПРИМЕРНО (центр города),
137,Mr. Cup.,Тула,ТОЧНО,
131,Salden's Porterhouse / Taphouse,Тула,ПРИМЕРНО (центр города),
130,Ten_bistro,Тула,ПРИМЕРНО (центр города),
133,Wellwellwell,Тула,ПРИМЕРНО (центр города),
120,Дом Дворянского собрания,Тула,ТОЧНО,
136,"Кафе-джелатерия ""Филипповский""",Тула,ПРИМЕРНО (центр города),
132,Магадан,Тула,ТОЧНО,
135,Мета-рюмочная Lil Pil,Тула,ПРИМЕРНО (центр города),
124,Музей «Тульские самовары»,Тула,ТОЧНО,
122,Музей Тульского пряника,Тула,ПРИМЕРНО (центр города),
125,"Посетить креативный кластер ""Октава""",Тула,ПРИМЕРНО (центр города),
127,Светски,Тула,ТОЧНО,
123,Тульский государственный музей оружия,Тула,ТОЧНО,
121,Тульский кремль,Тула,ТОЧНО,
134,Чайная «Нитка»,Тула,ПРИМЕРНО (центр города),
126,Ясная Поляна,Тула,ТОЧНО,
199,Osteria Lucia,Ярославль,ПРИМЕРНО (центр города),
191,Royal Hotel Yaroslavl,Ярославль,ТОЧНО,
192,roomroom,Ярославль,ПРИМЕРНО (центр города),
197,«Бирукка»,Ярославль,ПРИМЕРНО (центр города),
194,«Закрома»,Ярославль,ТОЧНО,
195,Агапа,Ярославль,ТОЧНО,
193,Глэмпинг Точка Немо,Ярославль,ПРИМЕРНО (центр города),
200,Литера,Ярославль,ПРИМЕРНО (центр города),
190,Отель «Ласточка»,Ярославль,ПРИМЕРНО (центр города),
201,Просто Кофе,Ярославль,ТОЧНО,
203,Ресторан «Мамука»,Ярославль,ТОЧНО,
198,Сайёра,Ярославль,ПРИМЕРНО (центр города),
209,Силой Ветра,Ярославль,ПРИМЕРНО (центр города),
202,Сказка,Ярославль,ТОЧНО,
204,"Скачайте приложение ""Медвежья тропа""",Ярославль,ПРИМЕРНО (центр города),
196,Союз писателей,Ярославль,ТОЧНО,
205,Стрелка,Ярославль,ТОЧНО,
206,Театр драмы им. Волкова,Ярославль,ТОЧНО,
208,Экскурсии «Текстиль»,Ярославль,ПРИМЕРНО (центр города),
207,Ярославская государственная филармония,Ярославль,ПРИМЕРНО (центр города),
241,WeLodge,под Санкт-Петербургом,ПРИМЕРНО (центр города),
